dm	epochs	min_count	vector_size	window	workers	AUC
0	5	1	200	5	8	0.6371
0	5	1	200	6	8	0.6373
0	5	1	200	7	8	0.6372
0	5	1	300	5	8	0.6358
0	5	1	300	6	8	0.6368
0	5	1	300	7	8	0.6359
0	5	1	400	5	8	0.6358
0	5	1	400	6	8	0.6357
0	5	1	400	7	8	0.6352
1	5	1	200	5	8	0.5674
1	5	1	200	6	8	0.5631
1	5	1	200	7	8	0.5599
1	5	1	300	5	8	0.5674
1	5	1	300	6	8	0.5657
1	5	1	300	7	8	0.5602
1	5	1	400	5	8	0.5652
1	5	1	400	6	8	0.5631
1	5	1	400	7	8	0.559
