dm	epochs	min_count	vector_size	window	workers	AUC
0	5	1	200	5	8	0.0
0	5	1	200	6	8	0.0
0	5	1	200	7	8	0.0
0	5	1	300	5	8	0.0
0	5	1	300	6	8	0.0
0	5	1	300	7	8	0.0
0	5	1	400	5	8	0.0
0	5	1	400	6	8	0.0
0	5	1	400	7	8	0.0
1	5	1	200	5	8	0.0
1	5	1	200	6	8	0.0
1	5	1	200	7	8	0.0
1	5	1	300	5	8	0.0
1	5	1	300	6	8	0.0
1	5	1	300	7	8	0.0
1	5	1	400	5	8	0.0
1	5	1	400	6	8	0.0
1	5	1	400	7	8	0.0
