dm	epochs	min_count	vector_size	window	workers	AUC
0	5	1	200	5	8	0.5749
0	5	1	200	6	8	0.5751
0	5	1	200	7	8	0.5755
0	5	1	300	5	8	0.5751
0	5	1	300	6	8	0.5748
0	5	1	300	7	8	0.5757
0	5	1	400	5	8	0.5753
0	5	1	400	6	8	0.5759
0	5	1	400	7	8	0.5755
1	5	1	200	5	8	0.562
1	5	1	200	6	8	0.5619
1	5	1	200	7	8	0.5626
1	5	1	300	5	8	0.5615
1	5	1	300	6	8	0.5599
1	5	1	300	7	8	0.5576
1	5	1	400	5	8	0.562
1	5	1	400	6	8	0.5603
1	5	1	400	7	8	0.5595
